MSG,data_excel,anno,mese,data,ora,critical_day
"no alle uscite con il sole... troppo, troppo caldo o_o 17:00 è ormai l'orario classico lol",4/9/2011,2011,4,9,12,heat
Non è giusto io voglio andare al mare...Chi mi ospita al nord?qui in Calabria fa caldo ma non come al  &  è nessuno. http://4ms.me/g1TIWl,4/9/2011,2011,4,9,12,heat
Non è giusto io voglio andare al mare...Chi mi ospita al nord?qui in Calabria fa caldo ma non come al solito u.u http://4ms.me/e9mAHZ,4/9/2011,2011,4,9,12,heat
Non è giusto io voglio andare al mare...Chi mi ospita al nord?qui in Calabria fa caldo &  è Vaia  trovare mia nonna. http://4ms.me/dW6nfP,4/9/2011,2011,4,9,12,heat
"Non so da voi, ma in ciociaria oggi si boccheggia. #caldo",4/9/2011,2011,4,9,12,heat
non voglio uscire oggi ç__ç fa troppo caldo!,4/9/2011,2011,4,9,12,heat
"Oddio, fa troppo caldo, non si può stare a maniche lunghe!!!",4/9/2011,2011,4,9,12,heat
"Odio il fatto che non ci siano le mezze stagioni. Già qua si muore di caldo, non oso immaginare come sarà l'estate!",4/9/2011,2011,4,9,12,heat
Oggi caldo record nel Nord Italia: saranno sfiorati i 31 gradi http://bit.ly/hPoSlq,4/9/2011,2011,4,9,12,heat
oggi fa veramente un caldo bastardo! come posso pensare a studiare?,4/9/2011,2011,4,9,12,heat
"Oggi magari faccio un giro a Milano, ma si muore di caldo!",4/9/2011,2011,4,9,12,heat
Oggi morirò di caldo ç_ç,4/9/2011,2011,4,9,12,heat
Oggi si muore dal caldo. :o:,4/9/2011,2011,4,9,12,heat
"OGGI VADO AL MAREEE! mauhahahahah (si  so che è solo aprile, ma fa caldo u.u)",4/9/2011,2011,4,9,12,heat
"Oggi, sotto questo sole e caldo torrido, molto probabilmente giocherò la mia ultima partita di calcio a livello agonistico.Scarpe al chiodo",4/9/2011,2011,4,9,12,heat
"Oggi....caldo, caldissimooooo",4/9/2011,2011,4,9,12,heat
OMG sto schiattando dal caldo! Ci sono 26 gradi! O.O ho voglia di mettermi in pantaloncini e top *.*,4/9/2011,2011,4,9,12,heat
ore 14.22 da perugia: che caldo!!!!!!!! senbra estate,4/9/2011,2011,4,9,12,heat
"Photo:  : CollierNoire Bianco e nero, due estremità, come giorno e notte; buio e luce; caldo e freddo; uomo e... http://tumblr.com/xwi21ufzok",4/9/2011,2011,4,9,12,heat
Pirelli promosse anche con il caldo di Sepang:  La Pirelli temeva le alte temperature della Malesia e si può dir... http://bit.ly/e2B422,4/9/2011,2011,4,9,12,heat
Prague- Duplex  http://instagr.am/p/C-afA/,4/9/2011,2011,4,9,12,heat
"preferirei essere in fila per il concerto a morire di caldo, piuttosto che morire di caldo sul terrazzo con jus nelle orecchie. merda.",4/9/2011,2011,4,9,12,heat
"Protesto ufficialmente con tutte le divinità: ci avete dato questo caldo, allora perché non ci date anche le angurie? State giocando sporco",4/9/2011,2011,4,9,12,heat
"Qua fa caldo, ma la sopra ci saranno i pinguini!LOL",4/9/2011,2011,4,9,12,heat
QUA SI MUORE DI CALDO! D:,4/9/2011,2011,4,9,12,heat
Questo caldo mi sta distruggendo!,4/9/2011,2011,4,9,12,heat
Qui c'è odore d'estate ovunque. Per non parlare del caldo e dell'afa u_u,4/9/2011,2011,4,9,12,heat
Relax..troppo caldo,4/9/2011,2011,4,9,12,heat
RT @_onds: Fa troppo caldo :O,4/9/2011,2011,4,9,12,heat
RT @_xcritical: Che caldo oh... sembra estate! D:,4/9/2011,2011,4,9,12,heat
"RT @_Yazmin96_: Ma perchè fa così caldo qui al nord?..ah ..è vero, c'è Justin Bieber a Milano! Ora si spiega tutto LOOL",4/9/2011,2011,4,9,12,heat
"RT @AdamoLanna: Protesto ufficialmente con tutte le divinità: ci avete dato questo caldo, allora perché non ci date anche le angurie? State giocando sporco",4/9/2011,2011,4,9,12,heat
"RT @AwJBieber: io starei nell'ultimo posto, dove non si vede un cazzo, starei fuori con la pioggia, la neve, il caldo, il freddo, il vento..",4/9/2011,2011,4,9,12,heat
RT @chesegnosei: Caldo record: oroscopo meteo http://www.blog.dichesegnosei.it/2011/04/09/caldo-record-oroscopo-meteo/,4/9/2011,2011,4,9,12,heat
"RT @claudiabaglioni: Non so da voi, ma in ciociaria oggi si boccheggia. #caldo",4/9/2011,2011,4,9,12,heat
RT @EhyJerry: non si possono neanche aprire le finestre perché entra il caldo -.-,4/9/2011,2011,4,9,12,heat
RT @FunnyPlastic: Troppo caldo...,4/9/2011,2011,4,9,12,heat
RT @gonnariseabove: Ma perchè ora al nord fa più caldo di qui al sud?:O  è È la vita. http://4ms.me/e8ToDS,4/9/2011,2011,4,9,12,heat
RT @heyjaybieber: QUA SI MUORE DI CALDO! D:,4/9/2011,2011,4,9,12,heat
RT @PryhMcCartney: @xemilybiebs sto inventando poesie per Jesse e le scrivo su twitter..e poi sto morendo di caldo.. =) E Tuuu??,4/9/2011,2011,4,9,12,heat
RT @stophoping_: ma dio mio che caldo fa?! sembra luglio o.o,4/9/2011,2011,4,9,12,heat
"RT @xheyslytherin: si ma se ad aprile fa così caldo, a giugno io mi scioglierò .-.",4/9/2011,2011,4,9,12,heat
RT @xradiatelove_: si sta decisamente meglio in casa che fuori. si crepa dal caldo D:,4/9/2011,2011,4,9,12,heat
"sarà tanto bellino questo caldo, ma avere la casa già circondata dalle vespe che cercano di fare il nido è una rottura di coglioni enorme!",4/9/2011,2011,4,9,12,heat
Sbaglio o oggi è meno caldo di ieri...? O_o,4/9/2011,2011,4,9,12,heat
Schiatto di caldo,4/9/2011,2011,4,9,12,heat
se non voglio morire di caldo è meglio se mi metto una maglia chiara,4/9/2011,2011,4,9,12,heat
"Se poi dovesse tornare il freddo io me ne vado ai Tropici. Non mi fai sentire il caldo che voglio (almeno +25 C) e poi me lo porti via, dio.",4/9/2011,2011,4,9,12,heat
"si ma se ad aprile fa così caldo, a giugno io mi scioglierò .-.",4/9/2011,2011,4,9,12,heat
si sta decisamente meglio in casa che fuori. si crepa dal caldo D:,4/9/2011,2011,4,9,12,heat
"sole, caldo, prati fioriti, verdi fronde, pollini, insetti, rondini, lucertole, cinguettanti passeri e procaci passere .... e` primavera!",4/9/2011,2011,4,9,12,heat
"sole, luce accecante, caldo: anticipo d'estate....",4/9/2011,2011,4,9,12,heat
Soliti fortunelli: stamattina nebbia e ora un timido sole dopo 1 settimana di sole e caldo...forse non dovevamo venire...,4/9/2011,2011,4,9,12,heat
Sono a maniche corte... a maniche corte! °-° Fa caldo!!,4/9/2011,2011,4,9,12,heat
"Sono a Milano, E fa più caldo che in sicilia! D:",4/9/2011,2011,4,9,12,heat
Sto morendo di caldo! D:,4/9/2011,2011,4,9,12,heat
Troppo caldo...,4/9/2011,2011,4,9,12,heat
Troppo troppo caldo!,4/9/2011,2011,4,9,12,heat
uffi domani dovrò passare la domenica a studiare arte con sto caldo .. ma quanto odio quella scema! -_-,4/9/2011,2011,4,9,12,heat
una delle cose belle di 'sto caldo è che posso mettermi i pantaloncini *__*,4/9/2011,2011,4,9,12,heat
Una slavina appena caduta su Adamello per caldo record http://bit.ly/fqvrBn,4/9/2011,2011,4,9,12,heat
Una slavina appena caduta su Adamello per caldo record http://nblo.gs/gs1vm,4/9/2011,2011,4,9,12,heat
#AFA #River Vs #Banfield - Previa (VIDEO) http://youtu.be/CgwBfH_oy6s,4/9/2011,2011,4,9,13,heat
#caldo decisamente anormale x aprile!non ho ricordi un aprile così!,4/9/2011,2011,4,9,13,heat
#roma: Quanto fa caldo a Roma: anomalia climatica fuori stagione http://bit.ly/fI7k3R,4/9/2011,2011,4,9,13,heat
#sport Inter-Chievo: caldo torrido a San Siro. Diretta ore 18: Leonardo dovrebbe lasciare a riposo Wesley Sneijder. http://bit.ly/eSBXwm,4/9/2011,2011,4,9,13,heat
#weather #meteo #Italia > #Abruzzo > #Chieti >  66051 Cupello CH > sereno caldo.temp.23.5°c ur36% vento N 6.5kmh... http://bit.ly/dPk7Xu,4/9/2011,2011,4,9,13,heat
@_Ca90_ @meri_deni e dire k torino qnd fa caldo è anke peggio del solito.. e il traffico e lo smog nn aiutano --___--,4/9/2011,2011,4,9,13,heat
"@_kurdt Prego :D Piacere Anto, tutto regolare? A parte che tu sei lì con la felpa e io tranquillamente muoio di caldo? LOL",4/9/2011,2011,4,9,13,heat
@_m_m_c @cescomen qui tutto bene ed in attesa di novita :) e si schiatta dal caldo ci sono 31 gradi :),4/9/2011,2011,4,9,13,heat
@_Thatsmylife_ Esattamente quindi non ti preoccupare xD qui al sola fa troppo caldo 34 gradi ora vado a bere xD,4/9/2011,2011,4,9,13,heat
@_Thatsmylife_ Si ti giuro é asfissfianta e insopportabile questo caldo D:,4/9/2011,2011,4,9,13,heat
@_uela_ io non sono ancora lì fuori.. tra un'ora prendo la macchina e vado.. Fa troppo caldo rischierei di morire xD,4/9/2011,2011,4,9,13,heat
@_Yazmin96_ aah anche qui fa caldo >< ma io sto a maniche lunghe..a casa si sta freschetti :),4/9/2011,2011,4,9,13,heat
@_Yazmin96_ noo.. troppo caldo però no dai :O è anche seccante.,4/9/2011,2011,4,9,13,heat
@07_Roberto ah sì? Stai a sentì che caldo?,4/9/2011,2011,4,9,13,heat
@antoniomortello @M_Valentino @thr3peat @lucamiu #vergonga #treno #mondovì #bancarelle #sole #caldo #gelato #bombi #api #fannoilnidoincamera,4/9/2011,2011,4,9,13,heat
@biebslondonduff Idem T.T sono appena tornata da varese..faceva un caldo ..mi scioglievo a momenti..maa stò bene dai x),4/9/2011,2011,4,9,13,heat
@cyrusorgasm Waaaa *w* pure io pure io *o* qua si muore di caldo -.-,4/9/2011,2011,4,9,13,heat
@IoeAnnie io sto già crepando dal caldo.,4/9/2011,2011,4,9,13,heat
@kinderell con 'sto caldo mi sa che #incolliculettoalsellino,4/9/2011,2011,4,9,13,heat
@Loving_Cameron infatti!la tv ha detto che in settimana quest'ondata d caldo arriverà anche qui!:/ e credo che si riverseranno tutti a mare!,4/9/2011,2011,4,9,13,heat
"@Loving_Cameron O_______________O TRENTACINQUE GRADI?!?!? a Salerno si fa caldo, ma raggiungiamo massimo i 25/26 gradi!",4/9/2011,2011,4,9,13,heat
@mimich58 io non mi lamento anzi adoro il caldo!!!!,4/9/2011,2011,4,9,13,heat
@naddelgermany caldo terribile...mai visto aprile cosi)))))),4/9/2011,2011,4,9,13,heat
@OhZanetti E' successo anche a me .-. Bevi qualcosa di caldo così si scoglie! :),4/9/2011,2011,4,9,13,heat
"@peaceoutgiulie LE MADRI SONO SERVE, SI AHAHAHAHAH quando ho sete, indico la bottiglia con la testa e mia madre versa nel bicchiere AHAHAHAH",4/9/2011,2011,4,9,13,heat
@RetroRowda Afa wallah be positive sis,4/9/2011,2011,4,9,13,heat
@rrobe questo caldo inaspettato ti ha fatto proprio male eh? Anyways potresti provarci. Saresti decisamente divertente :D,4/9/2011,2011,4,9,13,heat
@Siuuusy ma fa caldo!!! metti le scarpe aperte :) oppure se proprio nn vuoi rinunciare allo stivale io voto marrone. che colore è la gonna?,4/9/2011,2011,4,9,13,heat
@stefy8387 Bellissimo!!! A milano niente mare ma caldo sicuro! :),4/9/2011,2011,4,9,13,heat
"@studiocru del tuo formaggio farò fonduta,visto il caldo?",4/9/2011,2011,4,9,13,heat
@TiNoZz0 ho caldo. gavettonami,4/9/2011,2011,4,9,13,heat
"@Titti_XD anche qua è primavera, solo che qua sembra che significhi solo caldo afoso e pioggia OTL",4/9/2011,2011,4,9,13,heat
"@Tottina_90 devo arrivare al mio peso forma! Ahahah! Che bello, pensa in estate con tutto quel caldo...in bici sotto il sole!",4/9/2011,2011,4,9,13,heat
"@usmellsofruity_ Fruttolo ero a fare la doccia, fa un caldo pazzesco *O*",4/9/2011,2011,4,9,13,heat
"@V_LucyGu beh esci, fa un caldo allucinante XD",4/9/2011,2011,4,9,13,heat
"@valenzana può essere tante cose, prova ad aprirlo ed a ripulirlo, potrebbe essere  il primo caldo e la polvere oppure",4/9/2011,2011,4,9,13,heat
"@Wineup vi stavo pensando. Ha sempre fatto caldo già di suo, immagino con 30 gradi fuori!!! Coraggio",4/9/2011,2011,4,9,13,heat
@Woolfiana_ granita alle mandorle?? O_O allora è vero che a casa c'è un caldo boia!!!,4/9/2011,2011,4,9,13,heat
@xHayleysmuffin anche da te si muore di caldo? :/,4/9/2011,2011,4,9,13,heat
@xitsdamon *rimane immobile* cosa..nessuno.. ho solo un pò di caldo e ho aperto la finestra.,4/9/2011,2011,4,9,13,heat
@zuccheraffilato caldo mortale casino indescrivibile al Pad Sicilia non si può camminare Donnafugata rocks!,4/9/2011,2011,4,9,13,heat
[gatti e caldo improvviso] non so se sia peggio il pelo che perdono o quello che vomitano,4/9/2011,2011,4,9,13,heat
"[Mark tu per me & sei stato il sole] ovvero caldo asfissiante, disidratazione e fotosintesi clorofilliana?",4/9/2011,2011,4,9,13,heat
31° gradi....caldo caldo : ),4/9/2011,2011,4,9,13,heat
"È da buttarsi dal finestrino veramente :-D fa anche caldo, ahaha :-D boia che bomba :-D",4/9/2011,2011,4,9,13,heat
"è il 9 aprile e mi sembra di essere al 15 agosto, a madrid, per colpa di sto cazzo di caldo -.-",4/9/2011,2011,4,9,13,heat
Acquisti vari...ammazza che caldo! (@ Ikea) http://4sq.com/fSxRuc,4/9/2011,2011,4,9,13,heat
"Beh, che e' sto caldo improvviso? -.-",4/9/2011,2011,4,9,13,heat
Bello questo vento che porta via i pensieri. Bello questo caldo che scioglie quelli recidivi.,4/9/2011,2011,4,9,13,heat
"Bene, piccole twitteraie e twitterai.Direi anche che vado che c'è un caldo assurdo e mi godo la giornata (: AUF WIEDERSEHENNNNNN &e",4/9/2011,2011,4,9,13,heat
"Buongiorno a todos...*-*! Il sole splende, gli uccellini cinguettano e il caldo mi uccide..Ma sono di ottimo umore xD",4/9/2011,2011,4,9,13,heat
"cabrio, creedence, sole e caldo...potrei guidare in capo al mondo così...",4/9/2011,2011,4,9,13,heat
Caldo #milanoi,4/9/2011,2011,4,9,13,heat
Caldo estivo a omegna oggi,4/9/2011,2011,4,9,13,heat
"Caldo, assaggio d' estate sul litorale di Roma: già i primi tuffi: Assaggio d'estate sul litorale romano. http://bit.ly/fWft13 #lunico #news",4/9/2011,2011,4,9,13,heat
"Caldo, mio fratello, aria condizionata, traffico",4/9/2011,2011,4,9,13,heat
"caldo, sole, asfalto bollente...tempo di motori",4/9/2011,2011,4,9,13,heat
Caldo: tutti al parco! http://bit.ly/h94PNF,4/9/2011,2011,4,9,13,heat
Cavolo che caldo *wwwwwwwwwww*,4/9/2011,2011,4,9,13,heat
Cazxo che caldo che è arrivato!!!salute;) http://twitpic.com/4ipz6k,4/9/2011,2011,4,9,13,heat
cazzo che caldo.,4/9/2011,2011,4,9,13,heat
Che bello questo caldo! Viva estate!!,4/9/2011,2011,4,9,13,heat
Che caldo !!! Ricordatevi cappelino e crema solare per i bambini ! ;-) http://fb.me/LHcWDdMb,4/9/2011,2011,4,9,13,heat
Che caldo fà..:-o,4/9/2011,2011,4,9,13,heat
Che caldo fa?,4/9/2011,2011,4,9,13,heat
com'è possibile che ci sia gente che si lamenta per il caldo?,4/9/2011,2011,4,9,13,heat
"Con le coperte fa troppo caldo, senza coperte fa freddo. Ed ecco che una gamba è sotto le coperte e una no. #epic",4/9/2011,2011,4,9,13,heat
Con le maniche lunghe e la sciarpa io non sto avendo caldo. E ci sono 28 gradi. Il 2012 si avvicina,4/9/2011,2011,4,9,13,heat
Consigli contro il caldo: non mangiate cotiche e fagioli sotto il sole alle 13.30 ma state al fresco e mangiate frutta... Ci risiamo...,4/9/2011,2011,4,9,13,heat
d'inverno: fa freddo fa freddo fa freddo. d'estate: fa caldo fa caldo fa caldo. CHE PALLE.,4/9/2011,2011,4,9,13,heat
"e' cosi deprimente guardare un film ambientato nelle festività natalizie,  e invece tu stai morendo dal caldo !",4/9/2011,2011,4,9,13,heat
e il classico clima primaverile...troppo caldo!!!,4/9/2011,2011,4,9,13,heat
"Ecco, a Rodi il tempo era come qui, ventilato e caldo... MOLTO caldo.",4/9/2011,2011,4,9,13,heat
"Emergenza neve, emergenza pioggia, emergenza caldo...solo emergenze...",4/9/2011,2011,4,9,13,heat
"Esco. Incontro al deserto. Con il suo caldo afoso ed i suoi sbalzi climatici, tra giorno e sera. Giubba è maglietta!",4/9/2011,2011,4,9,13,heat
Fa caldo. Ma il Giappone non c'entra http://post.ly/1sCij,4/9/2011,2011,4,9,13,heat
Fa caldo. Ma il Giappone non c'entra http://wp.me/p19EPp-g,4/9/2011,2011,4,9,13,heat
"fa talmente caldo che 2 amici miei x stare freschi, sono andati in marocco!",4/9/2011,2011,4,9,13,heat
"Fa troppo caldo,non sembra aprile questo!gÑ0f‘0Y0N0f00‚0FVÛg0X0ƒ0j0D00_0D0O0‰0D0mÿ^",4/9/2011,2011,4,9,13,heat
Fa un caldo cane! E siamo solo ad aprile!,4/9/2011,2011,4,9,13,heat
Fa vagamente caldo. Praticamente siamo passati dal riscaldamento al ventilatore.,4/9/2011,2011,4,9,13,heat
Fa.Troppo.Caldo.Argh.,4/9/2011,2011,4,9,13,heat
Fare 300 metri a piedi ed essere pezzato... #milano #caldo #estate,4/9/2011,2011,4,9,13,heat
"Fra poco devo uscire .__. Fa troppo caldo, non ho forza .O.",4/9/2011,2011,4,9,13,heat
Fuori fa un caldo bestia *o*,4/9/2011,2011,4,9,13,heat
Fusilli Primavera... Fa talmente caldo oggi che avrei mangiato un'anguria ghiacciata...,4/9/2011,2011,4,9,13,heat
hanno detto che il caldo dura fino a metà aprile e poi torna l'inverno ç_ç NON VOGLIOOOO D:,4/9/2011,2011,4,9,13,heat
Ho fatto la grandissima cazzata di aprire la finestra.. ora sta entrando tutto il caldo! ç_______ç,4/9/2011,2011,4,9,13,heat
http://plixi.com/p/90851744 torino..lampadina ..30 gradi e un venticello caldo.. Penso che mi faró un secondo gelato..,4/9/2011,2011,4,9,13,heat
Inter-Chievo: caldo torrido a San Siro. Diretta ore 18 http://dlvr.it/MyVWF #inter #news,4/9/2011,2011,4,9,13,heat
Io adoro il caldo e il sole ma questa caldo e questo sole mi fa veramente paura e' tutto così strano cioè fuori dalla norma!,4/9/2011,2011,4,9,13,heat
J. O Globo vergonha do sete http://bit.ly/gYuVbZ,4/9/2011,2011,4,9,13,heat
l'autobus va con gli sportelli aperti da quant'e' caldo! u.u,4/9/2011,2011,4,9,13,heat
"Lo sapevo, fa un caldo maledetto e mi sono vestita troppo. 29 gradi? Eh??",4/9/2011,2011,4,9,13,heat
L'unica cosa bella del caldo sono le scollature #sapevatelo,4/9/2011,2011,4,9,13,heat
Ma che caldo fa a #Milano! http://plixi.com/p/90851256,4/9/2011,2011,4,9,13,heat
"MA CHE CALDO NON FA?! Cioè, siamo ad APRILE, non a GIUGNO! *BeveUnFrescoEstathé*",4/9/2011,2011,4,9,13,heat
ma che caldo. MANCA POCO AL MIO COMPLEANNO E ALLA FINE DELLA SCUOLA... :D,4/9/2011,2011,4,9,13,heat
Ma perchè ora al nord fa più caldo di qui al sud?:O  è bbbbbbbbbbho http://4ms.me/dNwBNK,4/9/2011,2011,4,9,13,heat
"Ma possibile che nessuno si preoccupi di questo #CALDO??? Insomma e' piacevole, MA NON E' NORMALE!",4/9/2011,2011,4,9,13,heat
Ma un tempo non faceva più caldo al sud che al nord???,4/9/2011,2011,4,9,13,heat
Manifesta con un gruppo di precari...sperando che il caldo non lo uccida,4/9/2011,2011,4,9,13,heat
Mi devo preparare per uscire ma non si che mettere! Fa caldo ma non voglio mettere i pantaloni corti!,4/9/2011,2011,4,9,13,heat
mi sto sciogliendo!!! che caldo!!!!!!!!!!!!!!!,4/9/2011,2011,4,9,13,heat
Minchia che caldo. Si muore! E qui ancora nn spengono i radiatori.,4/9/2011,2011,4,9,13,heat
Non si può arbitrare con questo caldo...,4/9/2011,2011,4,9,13,heat
Non sopporto già più questo caldo..,4/9/2011,2011,4,9,13,heat
ODIO FOTTUTAMENTE STO CALDO -.-,4/9/2011,2011,4,9,13,heat
"Oggi a Milano fa caldo ma si sta bene perché la giornata e' asciutta e ventilata,   manca solo il mare... :-))",4/9/2011,2011,4,9,13,heat
Oggi a Milano fa TROPPO CALDO. Sarà colpa di Bieber.. lui alza la temperatura a 1000° u.u,4/9/2011,2011,4,9,13,heat
oggi fa molto caldo!!!!!!!!!!!!!!!!! .. (chissà che cazzo di fine ha fatto la casa nella prateria .. e poi mi manca guardare skins <3),4/9/2011,2011,4,9,13,heat
Oggi fa un caldo incredibile**,4/9/2011,2011,4,9,13,heat
"Ok, il caldo non mi dispiace, ma 30 gradi all'inizio di Aprile mi sembrano un po' esagerati",4/9/2011,2011,4,9,13,heat
"Pelata ai capelli effettuata, con 'sto caldo ci voleva #fb",4/9/2011,2011,4,9,13,heat
"Prima è stato un piacere camminare in senso contrario al vento, caldo, che è salito.",4/9/2011,2011,4,9,13,heat
"Quelli che, appena scoppia il primo caldo, vanno in giro in canotta e infradito. Proprio belli. #MaAncheNo",4/9/2011,2011,4,9,13,heat
Queste giornate mi mandano in crisi. Scarpe aperte: è ancora presto; stivali: si muore di caldo; decoltè: foss & (cont) http://deck.ly/~E1CG4,4/9/2011,2011,4,9,13,heat
Questo caldo d'aprile ha trasformato i riminesi  in turisti: tutti bianchi mozzarella  in canottiere e infradito. Uno spettacolo!,4/9/2011,2011,4,9,13,heat
"Ragazze che affermano con convinzione che Oddio, fa troppo caldo oggi quando ieri si lamentavano delle nuvole.",4/9/2011,2011,4,9,13,heat
RT @___ila: hanno detto che il caldo dura fino a metà aprile e poi torna l'inverno ç_ç NON VOGLIOOOO D:,4/9/2011,2011,4,9,13,heat
"RT @_kurdt: si, fuori fa caldo e in camera mia ho freddo ahahah mi sono dovuta mettere la felpa '-'",4/9/2011,2011,4,9,13,heat
RT @LittleMrsJonas_: mi sto sciogliendo!!! che caldo!!!!!!!!!!!!!!!,4/9/2011,2011,4,9,13,heat
RT @mattbrambillo: Non si può arbitrare con questo caldo...,4/9/2011,2011,4,9,13,heat
RT @Maurizio_D: L'unica cosa bella del caldo sono le scollature #sapevatelo,4/9/2011,2011,4,9,13,heat
RT @mimich58: Consigli contro il caldo: non mangiate cotiche e fagioli sotto il sole alle 13.30 ma state al fresco e mangiate frutta... Ci risiamo...,4/9/2011,2011,4,9,13,heat
"RT @mimich58: Emergenza neve, emergenza pioggia, emergenza caldo...solo emergenze...",4/9/2011,2011,4,9,13,heat
"RT @ourfavoritesong: sinceramente me ne fotterei alla stragrande della sete, della fame, della puzza (?) che cacchio ne so. MI BASTEREBBE VEDERLO, PUNTO.",4/9/2011,2011,4,9,13,heat
RT @S_aaara: Con le maniche lunghe e la sciarpa io non sto avendo caldo. E ci sono 28 gradi. Il 2012 si avvicina,4/9/2011,2011,4,9,13,heat
"RT @Terryzchan: Odio il fatto che non ci siano le mezze stagioni. Già qua si muore di caldo, non oso immaginare come sarà l'estate!",4/9/2011,2011,4,9,13,heat
RT @xHotAsHell: cazzo che caldo.,4/9/2011,2011,4,9,13,heat
Salveeeeeee Qui fa taaanto caldo e da voi? ~Hikari,4/9/2011,2011,4,9,13,heat
Se fosse stato il weekend di Pasqua non sarebbe stato così bello e caldo come in questi giorni!!!:P,4/9/2011,2011,4,9,13,heat
"se non fosse così schifosamente caldo, potrei anche andare fuori a prendere il sole",4/9/2011,2011,4,9,13,heat
sempre più caldo... O_o,4/9/2011,2011,4,9,13,heat
Sete  @ Panino Giusto http://instagr.am/p/C-gHZ/,4/9/2011,2011,4,9,13,heat
shopping time terminato....caldo esagerato e forse un po' anomalo,4/9/2011,2011,4,9,13,heat
"si, fuori fa caldo e in camera mia ho freddo ahahah mi sono dovuta mettere la felpa '-'",4/9/2011,2011,4,9,13,heat
Sicuramente! @syscann: Se fosse stato il weekend di Pasqua non sarebbe stato così bello e caldo come in questi giorni!!!:P,4/9/2011,2011,4,9,13,heat
"sinceramente me ne fotterei alla stragrande della sete, della fame, della puzza (?) che cacchio ne so. MI BASTEREBBE VEDERLO, PUNTO.",4/9/2011,2011,4,9,13,heat
sipá hoje volto as sete da noite (yn),4/9/2011,2011,4,9,13,heat
"Sole, caldo, un leggero venticello e tanta. Mi sa che oggi si va ai giardini.",4/9/2011,2011,4,9,13,heat
"Sole, caldo, venticello, coperta, prato e un buon libro!!!! ma come non ti accorgi di come il mondo sia meraviglioso na na na na na...",4/9/2011,2011,4,9,13,heat
Sole. 32 gradi. Cielo terso. Vento violento e caldo. Docciaschiuma esprit zen. Comprato.,4/9/2011,2011,4,9,13,heat
"Sono qua, mamma mia che caldo che c'e non vedo l'ora di entrare :D",4/9/2011,2011,4,9,13,heat
Torna il caldo e la Liguria brucia... avanti i prossimi,4/9/2011,2011,4,9,13,heat
"Tutto questo caldo e mi viene voglia di dormire, sarò mica anormale?",4/9/2011,2011,4,9,13,heat
Un caldo pazzesco! (@ Parco Della Collinetta) [pic]: http://4sq.com/ftas3z,4/9/2011,2011,4,9,13,heat
Una giornata d'estate piena in cui non fa un caldo porco.,4/9/2011,2011,4,9,13,heat
Ventilatore per combattere il #caldo !!!:-) http://t.co/RlKz27W,4/9/2011,2011,4,9,13,heat
Volei Futuro fecha o 2º sete e empata o confronto pela semi-finaL :D,4/9/2011,2011,4,9,13,heat
@AcidGiugyCute Il problema è che non mi sono ancora attrezza con i prodotti adatti all'estate -.- è scoppiato questo caldo maledetto! uff!,4/9/2011,2011,4,9,14,heat
@Burgarella è tutta colpa tua se si muore già di caldo!!!! Cristo santo!!!,4/9/2011,2011,4,9,14,heat
@cherrybomb___ Poi fa pure caldo -_-,4/9/2011,2011,4,9,14,heat
@cinziagilmore di sotto nn piange...ha solo caldo e corre per cui sn di sotto e vedo cm va,4/9/2011,2011,4,9,14,heat
@cinziagilmore http://twitpic.com/4irfo6 - ma non fa caldo lì!?!??!,4/9/2011,2011,4,9,14,heat
@depressedeffy io pure. Odio il caldo e il sole. Una bella pioggia oh si quella si che sarebbe perfetta!,4/9/2011,2011,4,9,14,heat
@diggita Pelle: attenzione al sole caldo di primavera http://su.diggita.it/dWB9QX #bellezza,4/9/2011,2011,4,9,14,heat
@Faustinho67 Ahahahah Chissà a quanto sarò venduto al barile...(fa caldo...),4/9/2011,2011,4,9,14,heat
@flash989 cosi caldo c e? Doccia fredda e gelato al limone,4/9/2011,2011,4,9,14,heat
"@ghido78 anch'io voglio, anch'io! con sto caldo ci sta a meraviglia!",4/9/2011,2011,4,9,14,heat
@Gianca61 @Mar_ziuccia Io odio il caldo.... :(,4/9/2011,2011,4,9,14,heat
@giorgiofontana @titofaraci abbiate pietà di chi ha una sete mortale da 3 ore. Basta. Vado a saccheggiare un reparto frigo #stopconvegno,4/9/2011,2011,4,9,14,heat
@giovanalouise  fiuk na proxima novela das sete haha *-*,4/9/2011,2011,4,9,14,heat
@Giuliana_Miglio ahhh ora ho capito..io ti consiglio jeans con maglietta/camicia (xk fa caldo) e poi un giubbino(xk la sera fa più fresco):),4/9/2011,2011,4,9,14,heat
@HannahJane182 AHAHA minchia che caldo._.,4/9/2011,2011,4,9,14,heat
@Jovanz74 oggi anche io per outlet. Ho trovato roba carina ma con questo caldo MAI PIÙ!!!,4/9/2011,2011,4,9,14,heat
@KissmeKate501 io qui a casa sto bene ma se esco muoio di caldo~ hahahaha!!!!,4/9/2011,2011,4,9,14,heat
@Laura_Esquivel che tempo fa da tee? &e Da noi fa tantissimo caldo! :D,4/9/2011,2011,4,9,14,heat
@Lilletta84 fa troppo caldo XD,4/9/2011,2011,4,9,14,heat
@Mar_ziuccia @vale87fly ciao bellezze... che fate con sto caldo? io visita fratello in istituto... xD,4/9/2011,2011,4,9,14,heat
